05.00-3;Extração de carvão mineral;C-1
23.49-4;Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;C-12
23.91-5;Aparelhamento e outros trabalhos em pedras;C-1
23.92-3;Fabricação de cal e gesso;C-12
23.99-1;Fabricação de produtos de minerais não-metálicos não especificados anteriormente;C-12
24.11-3;Produção de ferroa;C-13
24.12-1;Produção de ferroligas;C-13
24.21-1;Produção de semi-acabados de aço;C-13
24.22-9;Produção de laminados planos de aço;C-13
24.23-7;Produção de laminados longos de aço;C-13
24.24-5;Produção de relaminados, trefilados e perfilados de aço;C-13
24.31-8;Produção de tubos de aço com costura;C-13
24.39-3;Produção de outros tubos de ferro e aço;C-13
24.41-5;Metalurgia do alumínio e suas ligas;C-13
24.42-3;Metalurgia dos metais preciosos;C-13
24.43-1;Metalurgia do cobre;C-13
24.49-1;Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente;C-13
24.51-2;Fundição de ferro e aço;C-13
24.52-1;Fundição de metais não-ferrosos e suas ligas;C-13
25.11-0;Fabricação de estruturas metálicas;C-13
25.12-8;Fabricação de esquadrias de metal;C-14
25.13-6;Fabricação de obras de caldeiraria pesada;C-13
25.21-7;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;C-14
25.22-5;Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos;C-14
25.31-4;Produção de forjados de aço e de metais não-ferrosos e suas ligas;C-13
25.32-2;"Produção de artefatos estampados de metal; metalurgia do pó";C-13
25.39-0;Serviços de usinagem, solda, tratamento e revestimento em metais;C-13
25.41-1;Fabricação de artigos de cutelaria;C-14
25.42-0;Fabricação de artigos de serralheria, exceto esquadrias;C-14
25.43-8;Fabricação de ferramentas;C-14
25.50-1;Fabricação de equipamento bélico pesado, armas de fogo e munições;C-15
25.91-8;Fabricação de embalagens metálicas;C-14
25.92-6;Fabricação de produtos de trefilados de metal;C-13
25.93-4;Fabricação de artigos de metal para uso doméstico e pessoal;C-14
25.99-3;Fabricação de produtos de metal não especificados anteriormente;C-14
26.10-8;Fabricação de componentes eletrônicos;C-14
26.21-3;Fabricação de equipamentos de informática;C-14
26.22-1;Fabricação de periféricos para equipamentos de informática;C-14
26.31-1;Fabricação de equipamentos transmissores de comunicação;C-14
26.32-9;Fabricação de aparelhos telefônicos e de outros equipamentos de Comunicação;C-14
26.40-0;Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;C-14
26.51-5;Fabricação de aparelhos e equipamentos de medida, teste e controle;C-14
26.52-3;Fabricação de cronômetros e relógios;C-14
26.60-4;Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;C-14
26.70-1;Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos;C-14
26.80-9;Fabricação de mídias virgens, magnéticas e ópticas;C-10
27.10-4;Fabricação de geradores, transformadores e motores elétricos;C-14
27.21-0;Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;C-10
27.22-8;Fabricação de baterias e acumuladores para veículos automotores;C-10
27.31-7;Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;C-14
27.32-5;Fabricação de material elétrico para instalações em circuito de consumo;C-14
27.33-3;Fabricação de fios, cabos e condutores elétricos isolados;C-14
27.40-6;Fabricação de lâmpadas e outros equipamentos de iluminação;C-14
27.51-1;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico;C-14
27.59-7;Fabricação de aparelhos eletrodomésticos não especificados anteriormente;C-14
27.90-2;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;C-14
28.11- 9;Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários;C-14
28.12-7;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;C-14
28.13-5;Fabricação de válvulas, registros e dispositivos semelhantes;C-14
28.14-3;Fabricação de compressores;C-14
28.15-1;Fabricação de equipamentos de transmissão para fins industriais;C-14
28.21-6;Fabricação de aparelhos e equipamentos para instalações térmicas;C-14
28.22-4;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;C-14
28.23-2;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;C-14
28.24-1;Fabricação de aparelhos e equipamentos de ar condicionado;C-14
28.25-9;Fabricação de máquinas e equipamentos para saneamento básico e ambiental;C-14
28.29-1;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;C-14a
28.31-3;Fabricação de tratores agrícolas;C-16
28.32-1;Fabricação de equipamentos para irrigação agrícola;C-14
28.33-0;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;C-14
28.40-2;Fabricação de máquinas-ferramenta;C-14
28.51-8;Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo;C-14
28.52-6;Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo;C-14
28.53-4;Fabricação de tratores, exceto agrícolas;C-16
28.54-2;Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores;C-14
28.61-5;Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;C-14
28.62-3;Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;C-14
28.63-1;Fabricação de máquinas e equipamentos para a indústria têxtil;C-14
28.64-0;Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados;C-14
28.65-8;Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos;C-14
28.66-6;Fabricação de máquinas e equipamentos para a indústria do plástico;C-14
28.69-1;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente;C-14
29.10-7;Fabricação de automóveis, camionetas e utilitários;C-16
29.20-4;Fabricação de caminhões e ônibus;C-16
29.30-1;Fabricação de cabines, carrocerias e reboques para veículos automotores;C-16
29.41-7;Fabricação de peças e acessórios para o sistema motor de veículos automotores;C-16
29.42-5;Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores;C-16
29.43-3;Fabricação de peças e acessórios para o sistema de freios de veículos automotores;C-16
29.44-1;Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;C-16
29.45-0;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;C-14
29.49-2;Fabricação de peças e acessórios para veículos automotores não especificados anteriormente;C-16
29.50-6;Recondicionamento e recuperação de motores para veículos automotores;C-16
3 0.11-3;Construção de embarcações e estruturas flutuantes;C-16
30.12-1;Construção de embarcações para esporte e lazer;C-16
30.31-8;Fabricação de locomotivas, vagões e outros materiais rodantes;C-16
30.32-6;Fabricação de peças e acessórios para veículos ferroviários;C-16
30.41-5;Fabricação de aeronaves;C-16
30.42-3;Fabricação de turbinas, motores e outros componentes e peças para aeronaves;C-16
30.50-4;Fabricação de veículos militares de combate;C-16
30.91-1;Fabricação de motocicletas;C-16
30.92-0;Fabricação de bicicletas e triciclos não-motorizados;C-16
30.99-7;Fabricação de equipamentos de transporte não especificados anteriormente;C-16
31.01-2;Fabricação de móveis com predominância de madeira;C-6
31.02-1;Fabricação de móveis com predominância de metal;C-14
31.03-9;Fabricação de móveis de outros materiais, exceto madeira e metal;C-14
31.04-7;Fabricação de colchões;C-10
3 2.11-6;Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;C-12
32.12-4;Fabricação de bijuterias e artefatos semelhantes;C-14a
32.20-5;Fabricação de instrumentos musicais;C-14a
32.30-2;Fabricação de artefatos para pesca e esporte;C-14
32.40-0;Fabricação de brinquedos e jogos recreativos;C-14
32.50-7;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;C-14
32.91-4;Fabricação de escovas, pincéis e vassouras;C-14a
32.92-2;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;C-4
32.99-0;Fabricação de produtos diversos não especificados anteriormente;C-14a
3 3.11-2;Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;C-14
33.12-1;Manutenção e reparação de equipamentos eletrônicos e ópticos;C-14
33.13-9;Manutenção e reparação de máquinas e equipamentos elétricos;C-14
33.14-7;Manutenção e reparação de máquinas e equipamentos da indústria mecânica;C-14
33.15-5;Manutenção e reparação de veículos ferroviários;C-16
33.16-3;Manutenção e reparação de aeronaves;C-16
33.17-1;Manutenção e reparação de embarcações;C-16
33.19-8;Manutenção e reparação de equipamentos e produtos não especificados anteriormente;C-14
33.21-0;Instalação de máquinas e equipamentos industriais;C-14
33.29-5;Instalação de equipamentos não especificados anteriormente;C-14a
35.11- 5;Geração de energia elétrica;C-17
35.12-3;Transmissão de energia elétrica;C-17
35.13-1;Comércio atacadista de energia elétrica;C-17
35.14-0;Distribuição de energia elétrica;C-17
35.20-4;"Produção de gás; processamento de gás natural; distribuição de combustíveis gasosos por redes urbanas";C-17
35.30-1;Produção e distribuição de vapor, água quente e ar condicionado;C-17
36.00-6;Captação, tratamento e distribuição de água;C-17
37.01-1;Gestão de redes de esgoto;C-17
37.02-9;Atividades relacionadas a esgoto, exceto a gestão de redes;C-17
3 8.11-4;Coleta de resíduos não-perigosos;C-17
38.12-2;Coleta de resíduos perigosos;C-17
38.21-1;Tratamento e disposição de resíduos não-perigosos;C-17
38.22-0;Tratamento e disposição de resíduos perigosos;C-17
38.31-9;Recuperação de materiais metálicos;C-14
38.32-7;Recuperação de materiais plásticos;C-12
38.39-4;Recuperação de materiais não especificados anteriormente;C-12
39.00-5;Descontaminação e outros serviços de gestão de resíduos;C-17
41.10-7;Incorporação de empreendimentos imobiliários;C-29
41.20-4;Construção de edifícios;C-18a
42.11-1;Construção de rodovias e ferrovias;C-18a
42.12-0;Construção de obras-de-arte especiais;C-18a
42.13-8;Obras de urbanização - ruas, praças e calçadas;C-18a
42.21-9;Obras para geração e distribuição de energia elétrica e para telecomunicações;C-18a
42.22-7;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas;C-18
42.23-5;Construção de redes de transportes por dutos, exceto para água e esgoto;C-18
42.91-0;Obras portuárias, marítimas e fluviais;C-18
42.92-8;Montagem de instalações industriais e de estruturas metálicas;C-18a
42.99-5;Obras de engenharia civil não especificadas anteriormente;C-18
4 3.11-8;Demolição e preparação de canteiros de obras;C-18a
43.12-6;Perfurações e sondagens;C-18a
43.13-4;Obras de terraplenagem;C-18a
43.19-3;Serviços de preparação do terreno não especificados anteriormente;C-18a
43.21-5;Instalações elétricas;C-18
43.22-3;Instalações hidráulicas, de sistemas de ventilação e refrigeração;C-18
43.29-1;Obras de instalações em construções não especificadas anteriormente;C-18
43.30-4;Obras de acabamento;C-18
43.91-6;Obras de fundações;C-18a
43.99-1;Serviços especializados para construção não especificados anteriormente;C-18
4 5.11-1;Comércio a varejo e por atacado de veículos automotores;C-21
45.12-9;Representantes comerciais e agentes do comércio de veículos automotores;C-21
45.20-0;Manutenção e reparação de veículos automotores;C-16
45.30-7;Comércio de peças e acessórios para veículos automotores;C-21
45.41-2;Comércio por atacado e a varejo de motocicletas, peças e acessórios;C-21
45.42-1;Representantes comerciais e agentes do comércio de motocicletas, peças e acessórios;C-21
45.43-9;Manutenção e reparação de motocicletas;C-16
4 6.11-7;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;C-19
46.12-5;Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos;C-22
46.13-3;Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens;C-20
46.14-1;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;C-19
46.15-0;Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico;C-19
46.16-8;Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;C-19
46.17-6;Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;C-19
46.18-4;Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;C-19
46.19-2;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;C-19
46.21-4;Comércio atacadista de café em grão;C-20
46.22-2;Comércio atacadista de soja;C-20
46.23-1;Comércio atacadista de animais vivos, alimentos para animais e matérias- primas agrícolas, exceto café e soja;C-20
46.31-1;Comércio atacadista de leite e laticínios;C-20
46.32-0;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;C-20
46.33-8;Comércio atacadista de hortifrutigranjeiros;C-20
46.34-6;Comércio atacadista de carnes, produtos da carne e pescado;C-20
46.35-4;Comércio atacadista de bebidas;C-20
46.36-2;Comércio atacadista de produtos do fumo;C-20
46.37-1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;C-20
46.39-7;Comércio atacadista de produtos alimentícios em geral;C-20
20.71-1;Fabricação de tintas, vernizes, esmaltes e lacas;C-10
20.72-0;Fabricação de tintas de impressão;C-10
20.73-8;Fabricação de impermeabilizantes, solventes e produtos afins;C-10
20.91-6;Fabricação de adesivos e selantes;C-10
20.92-4;Fabricação de explosivos;C-15
20.93-2;Fabricação de aditivos de uso industrial;C-10
20.94-1;Fabricação de catalisadores;C-10
20.99-1;Fabricação de produtos químicos não especificados anteriormente;C-10
21.10-6;Fabricação de produtos farmoquímicos;C-10
21.21-1;Fabricação de medicamentos para uso humano;C-10
21.22-0;Fabricação de medicamentos para uso veterinário;C-10
21.23-8;Fabricação de preparações farmacêuticas;C-10
2 2.11-1;Fabricação de pneumáticos e de câmaras-de-ar;C-11
22.12-9;Reforma de pneumáticos usados;C-11
22.19-6;Fabricação de artefatos de borracha não especificados anteriormente;C-11
22.21-8;Fabricação de laminados planos e tubulares de material plástico;C-10
22.22-6;Fabricação de embalagens de material plástico;C-10
22.23-4;Fabricação de tubos e acessórios de material plástico para uso na construção;C-10
22.29-3;Fabricação de artefatos de material plástico não especificados anteriormente;C-10
2 3.11-7;Fabricação de vidro plano e de segurança;C12
23.12-5;Fabricação de embalagens de vidro;C12
23.19-2;Fabricação de artigos de vidro;C-12
23.20-6;Fabricação de cimento;C-1
23.30-3;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;C-12
23.41-9;Fabricação de produtos cerâmicos refratários;C-12
23.42-7;Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção;C-12
23.49-4;Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;C-12
23.91-5;Aparelhamento e outros trabalhos em pedras;C-1
23.92-3;Fabricação de cal e gesso;C-12
23.99-1;Fabricação de produtos de minerais não-metálicos não especificados anteriormente;C-12
2 4.11-3;Produção de ferro-gusa;C-13
24.12-1;Produção de ferroligas;C-13
24.21-1;Produção de semi-acabados de aço;C-13
24.22-9;Produção de laminados planos de aço;C-13
24.23-7;Produção de laminados longos de aço;C-13
24.24-5;Produção de relaminados, trefilados e perfilados de aço;C-13
24.31-8;Produção de tubos de aço com costura;C-13
24.39-3;Produção de outros tubos de ferro e aço;C-13
24.41-5;Metalurgia do alumínio e suas ligas;C-13
24.42-3;Metalurgia dos metais preciosos;C-13
24.43-1;Metalurgia do cobre;C-13
24.49-1;Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente;C-13
24.51-2;Fundição de ferro e aço;C-13
24.52-1;Fundição de metais não-ferrosos e suas ligas;C-13
2 5.11-0;Fabricação de estruturas metálicas;C-13
25.12-8;Fabricação de esquadrias de metal;C-14
25.13-6;Fabricação de obras de caldeiraria pesada;C-13
25.21-7;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;C-14
25.22-5;Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos;C-14
25.31-4;Produção de forjados de aço e de metais não-ferrosos e suas ligas;C-13
25.32-2;"Produção de artefatos estampados de metal; metalurgia do pó";C-13
25.39-0;Serviços de usinagem, solda, tratamento e revestimento em metais;C-13
25.41-1;Fabricação de artigos de cutelaria;C-14
25.42-0;Fabricação de artigos de serralheria, exceto esquadrias;C-14
25.43-8;Fabricação de ferramentas;C-14
25.50-1;Fabricação de equipamento bélico pesado, armas de fogo e munições;C-15
25.91-8;Fabricação de embalagens metálicas;C-14
25.92-6;Fabricação de produtos de trefilados de metal;C-13
25.93-4;Fabricação de artigos de metal para uso doméstico e pessoal;C-14
25.99-3;Fabricação de produtos de metal não especificados anteriormente;C-14
26.10-8;Fabricação de componentes eletrônicos;C-14
26.21-3;Fabricação de equipamentos de informática;C-14
26.22-1;Fabricação de periféricos para equipamentos de informática;C-14
26.31-1;Fabricação de equipamentos transmissores de comunicação;C-14
26.32-9;Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação;C-14
26.40-0;Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;C-14
26.51-5;Fabricação de aparelhos e equipamentos de medida, teste e controle;C-14
26.52-3;Fabricação de cronômetros e relógios;C-14
26.60-4;Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;C-14
26.70-1;Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos;C-14
26.80-9;Fabricação de mídias virgens, magnéticas e ópticas;C-10
27.10-4;Fabricação de geradores, transformadores e motores elétricos;C-14
27.21-0;Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;C-10
27.22-8;Fabricação de baterias e acumuladores para veículos automotores;C-10
27.31-7;Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;C-14
27.32-5;Fabricação de material elétrico para instalações em circuito de consumo;C-14
27.33-3;Fabricação de fios, cabos e condutores elétricos isolados;C-14
27.40-6;Fabricação de lâmpadas e outros equipamentos de iluminação;C-14
27.51-1;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico;C-14
27.59-7;Fabricação de aparelhos eletrodomésticos não especificados anteriormente;C-14
27.90-2;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;C-14
2 8.11-9;Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários;C-14
28.12-7;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;C-14
28.13-5;Fabricação de válvulas, registros e dispositivos semelhantes;C-14
28.14-3;Fabricação de compressores;C-14
28.15-1;Fabricação de equipamentos de transmissão para fins industriais;C-14
28.21-6;Fabricação de aparelhos e equipamentos para instalações térmicas;C-14
28.22-4;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;C-14
28.23-2;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;C-14
28.24-1;Fabricação de aparelhos e equipamentos de ar condicionado;C-14
28.25-9;Fabricação de máquinas e equipamentos para saneamento básico e ambiental;C-14
28.29-1;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;C-14a
28.31-3;Fabricação de tratores agrícolas;C-16
28.32-1;Fabricação de equipamentos para irrigação agrícola;C-14
28.33-0;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;C-14
28.40-2;Fabricação de máquinas-ferramenta;C-14
28.51-8;Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo;C-14
28.52-6;Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo;C-14
28.53-4;Fabricação de tratores, exceto agrícolas;C-16
28.54-2;Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores;C-14
28.61-5;Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;C-14
28.62-3;Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;C-14
28.63-1;Fabricação de máquinas e equipamentos para a indústria têxtil;C-14
28.64-0;Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados;C-14
28.65-8;Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos;C-14
28.66-6;Fabricação de máquinas e equipamentos para a indústria do plástico;C-14
28.69-1;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente;C-14
29.10-7;Fabricação de automóveis, camionetas e utilitários;C-16
29.20-4;Fabricação de caminhões e ônibus;C-16
29.30-1;Fabricação de cabines, carrocerias e reboques para veículos automotores;C-16
29.41-7;Fabricação de peças e acessórios para o sistema motor de veículos automotores;C-16
29.42-5;Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores;C-16
29.43-3;Fabricação de peças e acessórios para o sistema de freios de veículos automotores;C-16
29.44-1;Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;C-16
29.45-0;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;C-14
29.49-2;Fabricação de peças e acessórios para veículos automotores não especificados anteriormente;C-16
29.50-6;Recondicionamento e recuperação de motores para veículos automotores;C-16
30.11-3;Construção de embarcações e estruturas flutuantes;C-16
30.12-1;Construção de embarcações para esporte e lazer;C-16
30.31-8;Fabricação de locomotivas, vagões e outros materiais rodantes;C-16
30.32-6;Fabricação de peças e acessórios para veículos ferroviários;C-16
30.41-5;Fabricação de aeronaves;C-16
30.42-3;Fabricação de turbinas, motores e outros componentes e peças para aeronaves;C-16
30.50-4;Fabricação de veículos militares de combate;C-16
30.91-1;Fabricação de motocicletas;C-16
30.92-0;Fabricação de bicicletas e triciclos não-motorizados;C-16
30.99-7;Fabricação de equipamentos de transporte não especificados anteriormente;C-16
31.01-2;Fabricação de móveis com predominância de madeira;C-6
31.02-1;Fabricação de móveis com predominância de metal;C-14
31.03-9;Fabricação de móveis de outros materiais, exceto madeira e metal;C-14
31.04-7;Fabricação de colchões;C-10
3 2.11-6;Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;C-12
32.12-4;Fabricação de bijuterias e artefatos semelhantes;C-14a
32.20-5;Fabricação de instrumentos musicais;C-14a
32.30-2;Fabricação de artefatos para pesca e esporte;C-14
32.40-0;Fabricação de brinquedos e jogos recreativos;C-14
32.50-7;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;C-14
32.91-4;Fabricação de escovas, pincéis e vassouras;C-14a
32.92-2;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;C-4
32.99-0;Fabricação de produtos diversos não especificados anteriormente;C-14a
3 3.11-2;Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;C-14
33.12-1;Manutenção e reparação de equipamentos eletrônicos e ópticos;C-14
33.13-9;Manutenção e reparação de máquinas e equipamentos elétricos;C-14
33.14-7;Manutenção e reparação de máquinas e equipamentos da indústria mecânica;C-14
33.15-5;Manutenção e reparação de veículos ferroviários;C-16
33.16-3;Manutenção e reparação de aeronaves;C-16
33.17-1;Manutenção e reparação de embarcações;C-16
33.19-8;Manutenção e reparação de equipamentos e produtos não especificados anteriormente;C-14
33.21-0;Instalação de máquinas e equipamentos industriais;C-14
33.29-5;Instalação de equipamentos não especificados anteriormente;C-14a
3 5.11-5;Geração de energia elétrica;C-17
35.12-3;Transmissão de energia elétrica;C-17
